,ID,Name,Rating,Rating_score,Rating_bin,Cluster,Predict_bin
38092,7033,The Sound and the Fury,it was amazing,5,1,1,1.0
135913,7033,The Family of Pascual Duarte,it was amazing,5,1,1,1.0
138823,7033,The Book of Imaginary Beings,it was amazing,5,1,1,1.0
109181,7033,Humboldt's Gift,liked it,3,0,1,1.0
149101,7033,The Old Gringo,really liked it,4,1,1,1.0
167682,7033,Crome Yellow,liked it,3,0,1,1.0
15802,7033,On the Road,really liked it,4,1,1,1.0
159274,7033,Star Maker,really liked it,4,1,1,1.0
167677,7033,Enfance,liked it,3,0,1,1.0
145369,7033,Stanzas in Meditation,really liked it,4,1,1,1.0
108132,7033,Labyrinths: Selected Stories and Other Writings,really liked it,4,1,1,1.0
30611,7033,Letters to a Young Poet,really liked it,4,1,1,1.0
137886,7033,Journey to the End of the Night,it was amazing,5,1,1,1.0
40413,7033,The Prophet,it was ok,2,0,1,1.0
162921,7033,Amerika: The Man Who Disappeared,liked it,3,0,1,1.0
150988,7033,Sonnets to Orpheus,really liked it,4,1,1,1.0
152998,7033,The Complete Dramatic Works,it was amazing,5,1,1,1.0
167665,7033,Song of Myself,it was amazing,5,1,1,1.0
167658,7033,One Hundred and One Poems by Paul Verlaine: A Bilingual Edition,really liked it,4,1,1,1.0
125200,7033,Richard III,it was amazing,5,1,1,1.0
23361,7033,The Adventures of Sherlock Holmes,liked it,3,0,1,1.0
167660,7033,A Book of Luminous Things: An International Anthology of Poetry,really liked it,4,1,1,1.0
125075,7033,The Fairy Tales of Hermann Hesse,liked it,3,0,2,1.0
167672,7033,Trans-Atlantyk,really liked it,4,1,2,1.0
145286,7033,Groundwork of the Metaphysics of Morals,liked it,3,0,2,1.0
124781,7033,The Collected Poems,really liked it,4,1,2,1.0
167654,7033,The Civil War in France,really liked it,4,1,2,1.0
130301,7033,"The Age of Empire, 1875-1914",really liked it,4,1,2,1.0
125681,7033,The Divine Comedy,really liked it,4,1,2,1.0
143494,7033,The Story of Art,it was amazing,5,1,2,1.0
122476,7033,The Will to Power,really liked it,4,1,2,1.0
126697,7033,Zorba the Greek,liked it,3,0,3,1.0
76850,7033,"Empire of the Sun (Empire of the Sun, #1)",liked it,3,0,3,1.0
55385,7033,Waiting for Godot,it was amazing,5,1,3,1.0
162816,7033,Freedom or Death,did not like it,1,0,3,1.0
139443,7033,Victoria,liked it,3,0,3,1.0
154808,7033,Transformations,really liked it,4,1,3,1.0
137823,7033,The Fifth Mountain,did not like it,1,0,3,1.0
105837,7033,Père Goriot,liked it,3,0,3,1.0
34472,7033,The Metamorphosis,liked it,3,0,3,1.0
62644,7033,Franny and Zooey,liked it,3,0,3,1.0
148528,7033,Conversation in the Cathedral,really liked it,4,1,3,1.0
17003,7033,The Kite Runner,liked it,3,0,3,0.0
39173,7064,The Unbearable Lightness of Being,it was amazing,5,1,1,1.0
113654,7064,Slowness,really liked it,4,1,1,1.0
55159,7064,Blindness,it was amazing,5,1,1,1.0
110556,7064,Ignorance,it was amazing,5,1,3,1.0
51821,7064,Animal Farm,really liked it,4,1,3,1.0
113749,7064,Laughable Loves,it was amazing,5,1,3,1.0
126081,7064,Dead Poets Society,it was amazing,5,1,3,1.0
37372,7077,Alice's Adventures in Wonderland & Through the Looking-Glass,really liked it,4,1,1,1.0
44483,7077,Dubliners,it was amazing,5,1,1,1.0
53386,7077,Slaughterhouse-Five,liked it,3,0,1,1.0
150588,7077,The Jaguar Smile: A Nicaraguan Journey,really liked it,4,1,1,1.0
39174,7077,The Unbearable Lightness of Being,it was amazing,5,1,1,1.0
137938,7077,Duino Elegies,it was amazing,5,1,1,1.0
202,7077,Siddhartha,it was amazing,5,1,1,1.0
54768,7077,Love in the Time of Cholera,really liked it,4,1,1,1.0
102685,7077,The Satanic Verses,it was amazing,5,1,1,1.0
119057,7077,"Seventh Son (Tales of Alvin Maker, #1)",it was amazing,5,1,3,1.0
14041,7077,"The Lord of the Rings (The Lord of the Rings, #1-3)",really liked it,4,1,3,1.0
95541,7077,The Rules of Attraction,really liked it,4,1,3,1.0
77812,7077,White Noise,really liked it,4,1,3,1.0
34473,7077,The Metamorphosis,it was amazing,5,1,3,1.0
64240,7077,Out of Place,it was amazing,5,1,0,1.0
151268,7077,The Black Book,liked it,3,0,0,0.0
80666,7077,"New Moon (Twilight, #2)",liked it,3,0,0,0.0
80392,7077,"Eclipse (Twilight, #3)",liked it,3,0,0,0.0
67021,7112,Kafka on the Shore,really liked it,4,1,3,1.0
72893,7112,The Elegance of the Hedgehog,liked it,3,0,3,1.0
69263,7112,A Walk in the Woods: Rediscovering America on the Appalachian Trail,it was amazing,5,1,3,1.0
167702,7112,The Little Book,it was ok,2,0,3,1.0
45387,7112,To the Lighthouse,really liked it,4,1,3,1.0
100050,7112,"The Notebook (The Notebook, #1)",really liked it,4,1,0,1.0
63745,7126,Everything Is Illuminated,really liked it,4,1,3,1.0
101023,7126,Remember Me?,really liked it,4,1,1,1.0
94545,7175,Prep,liked it,3,0,0,1.0
59466,7175,The Lovely Bones,liked it,3,0,0,1.0
7703,7175,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",really liked it,4,1,0,1.0
76625,7175,I Know This Much Is True,really liked it,4,1,0,0.0
44554,7175,Danny the Champion of the World,really liked it,4,1,0,0.0
11997,7175,The Great Gatsby,liked it,3,0,3,1.0
73897,7175,Beloved,it was amazing,5,1,3,1.0
153296,7175,Snow in August,really liked it,4,1,3,1.0
24200,7175,The Alchemist,it was ok,2,0,3,1.0
46848,7175,The Known World,it was amazing,5,1,3,0.0
44919,7175,The House of the Spirits,it was amazing,5,1,3,0.0
62369,7175,On Beauty,liked it,3,0,3,0.0
18816,7175,One Hundred Years of Solitude,liked it,3,0,3,0.0
77815,7175,White Noise,liked it,3,0,3,1.0
25241,7175,Of Mice and Men,really liked it,4,1,3,0.0
4543,7175,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",really liked it,4,1,3,0.0
33306,7175,The Joy Luck Club,liked it,3,0,3,0.0
30754,7175,A Tree Grows in Brooklyn,really liked it,4,1,3,0.0
61050,7175,Naked,really liked it,4,1,3,0.0
107121,7175,The Confessions of Nat Turner,really liked it,4,1,3,1.0
16199,7175,The Adventures of Huckleberry Finn,liked it,3,0,1,0.0
205,7175,Siddhartha,liked it,3,0,1,1.0
103438,7175,The Botany of Desire: A Plant's-Eye View of the World,really liked it,4,1,1,0.0
92280,7175,Mrs. Dalloway,liked it,3,0,1,1.0
28160,7175,All Quiet on the Western Front,really liked it,4,1,1,0.0
67346,7175,Crossing to Safety,really liked it,4,1,1,0.0
107604,7175,The Education of Little Tree,really liked it,4,1,1,0.0
23175,7206,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",really liked it,4,1,0,0.0
115022,7206,The Looking Glass Wars,it was amazing,5,1,0,0.0
100154,7206,"Redwall (Redwall, #1)",really liked it,4,1,0,1.0
17749,7206,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",really liked it,4,1,0,1.0
626,7206,"The Hunger Games (The Hunger Games, #1)",really liked it,4,1,0,0.0
12689,7206,"Hatchet (Brian's Saga, #1)",it was ok,2,0,0,0.0
19827,7206,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",really liked it,4,1,0,0.0
21874,7206,Sense and Sensibility,really liked it,4,1,3,0.0
4545,7206,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",it was amazing,5,1,3,0.0
66257,7206,"The Name of the Wind (The Kingkiller Chronicle, #1)",it was amazing,5,1,3,0.0
61308,7206,Still Alice,really liked it,4,1,3,0.0
63490,7206,The Namesake,it was amazing,5,1,3,0.0
123177,7206,Cracking India,liked it,3,0,3,1.0
44921,7206,The House of the Spirits,really liked it,4,1,3,0.0
86722,7206,A Portrait of the Artist as a Young Man,did not like it,1,0,3,0.0
11999,7206,The Great Gatsby,it was amazing,5,1,3,0.0
4942,7206,The Giving Tree,it was amazing,5,1,3,0.0
78283,7210,The Aleph and Other Stories,really liked it,4,1,3,1.0
24204,7227,The Alchemist,really liked it,4,1,3,1.0
21677,7227,Blink: The Power of Thinking Without Thinking,liked it,3,0,3,0.0
12001,7227,The Great Gatsby,really liked it,4,1,3,0.0
150667,7227,The Last Life,liked it,3,0,3,0.0
58079,7227,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",really liked it,4,1,3,0.0
56522,7227,Norwegian Wood,really liked it,4,1,3,0.0
90219,7227,The Bluest Eye,it was ok,2,0,3,0.0
40716,7227,A Farewell to Arms,it was ok,2,0,3,1.0
44369,7227,A Separate Peace,it was ok,2,0,3,1.0
93005,7227,Beach Music,liked it,3,0,3,0.0
29845,7227,"A Game of Thrones (A Song of Ice and Fire, #1)",really liked it,4,1,3,1.0
62648,7227,Franny and Zooey,it was ok,2,0,3,1.0
49656,7227,Water for Elephants,really liked it,4,1,3,1.0
166478,7227,Skeletons on the Zahara: A True Story of Survival,really liked it,4,1,3,1.0
16409,7227,"World Without End (Kingsbridge, #2)",it was amazing,5,1,3,1.0
35359,7227,White Teeth,liked it,3,0,3,1.0
59169,7227,The Tender Bar: A Memoir,liked it,3,0,3,1.0
125143,7227,The Famished Road,liked it,3,0,3,0.0
48093,7227,"The Likeness (Dublin Murder Squad, #2)",it was amazing,5,1,0,1.0
138789,7227,Mudbound,really liked it,4,1,0,0.0
65843,7227,Seabiscuit: An American Legend,really liked it,4,1,0,0.0
155709,7227,Twice Shy,liked it,3,0,0,0.0
43240,7227,The Awakening,really liked it,4,1,0,0.0
90084,7227,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #15)",liked it,3,0,0,1.0
125010,7227,Gold,really liked it,4,1,0,0.0
41134,7227,The Help,really liked it,4,1,0,0.0
114844,7227,Our Man in Havana,liked it,3,0,0,0.0
143775,7227,Dead Heat,liked it,3,0,0,0.0
127410,7227,Beginner's Greek,liked it,3,0,0,0.0
45110,7227,A Prayer for Owen Meany,it was amazing,5,1,0,0.0
208,7227,Siddhartha,it was ok,2,0,1,0.0
110692,7227,I Was Told There'd Be Cake,it was ok,2,0,1,0.0
54774,7227,Love in the Time of Cholera,really liked it,4,1,1,0.0
39181,7227,The Unbearable Lightness of Being,really liked it,4,1,1,0.0
155698,7227,High Stakes,it was ok,2,0,1,0.0
67633,7227,Special Topics in Calamity Physics,really liked it,4,1,1,0.0
10885,7227,The Catcher in the Rye,liked it,3,0,1,0.0
163363,7256,Chronicles of Avonlea,liked it,3,0,1,1.0
138298,7256,Trout Fishing in America,really liked it,4,1,1,1.0
64448,7256,The Stranger,it was amazing,5,1,1,1.0
12003,7256,The Great Gatsby,it was ok,2,0,3,0.0
72479,7256,War and Peace,really liked it,4,1,3,0.0
92983,7256,Forrest Gump,really liked it,4,1,3,0.0
71157,7256,Mother Night,really liked it,4,1,3,0.0
75663,7267,Veronika Decides to Die,it was ok,2,0,3,0.0
142315,7267,The Broken Wings,liked it,3,0,3,0.0
148819,7267,The Orange Girl,it was ok,2,0,3,0.0
137825,7267,The Fifth Mountain,it was amazing,5,1,3,0.0
154615,7267,Missing Pieces,really liked it,4,1,0,0.0
17750,7267,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",really liked it,4,1,0,0.0
2288,7267,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",it was ok,2,0,0,0.0
149298,7267,L.M. Montgomery's Anne of Green Gables,really liked it,4,1,0,0.0
6947,7267,Where the Sidewalk Ends,really liked it,4,1,0,0.0
40415,7267,The Prophet,it was ok,2,0,1,1.0
62929,7267,Interpreter of Maladies,really liked it,4,1,1,1.0
68688,7267,The Pearl,it was ok,2,0,1,1.0
151712,7267,The Love Poems of Rumi,it was amazing,5,1,1,1.0
98207,7300,House of Leaves,really liked it,4,1,0,1.0
87283,7300,"A is for Alibi (Kinsey Millhone, #1)",it was ok,2,0,0,1.0
106751,7300,Smilla's Sense of Snow,liked it,3,0,0,1.0
26199,7300,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",it was amazing,5,1,0,1.0
48334,7300,The Road,really liked it,4,1,0,0.0
46088,7300,The History of Love,really liked it,4,1,0,0.0
5502,7300,Where the Red Fern Grows,really liked it,4,1,0,1.0
50256,7300,"Child 44 (Leo Demidov, #1)",really liked it,4,1,0,0.0
74742,7300,The Cat in the Hat,it was amazing,5,1,0,1.0
167958,7300,"Goodbye, Paper Doll",really liked it,4,1,0,1.0
81816,7300,Rebecca,it was amazing,5,1,0,0.0
23181,7300,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",it was amazing,5,1,0,0.0
8049,7300,"The Girl Who Played with Fire (Millennium, #2)",really liked it,4,1,0,1.0
76428,7300,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",liked it,3,0,0,0.0
114894,7300,Island of Lost Girls,liked it,3,0,0,0.0
98057,7300,The Velveteen Rabbit,it was amazing,5,1,0,1.0
45114,7300,A Prayer for Owen Meany,really liked it,4,1,0,1.0
41141,7300,The Help,really liked it,4,1,0,1.0
59470,7300,The Lovely Bones,really liked it,4,1,0,1.0
79206,7300,The Forgotten Garden,really liked it,4,1,0,0.0
98096,7300,Tara Road,it was ok,2,0,0,1.0
49660,7300,Water for Elephants,really liked it,4,1,3,0.0
61634,7300,The Thirteenth Tale,really liked it,4,1,3,0.0
112288,7300,The Tenth Circle,did not like it,1,0,3,0.0
12009,7300,The Great Gatsby,liked it,3,0,3,1.0
82752,7300,The Blind Assassin,really liked it,4,1,3,0.0
72898,7300,The Elegance of the Hedgehog,it was amazing,5,1,3,1.0
88916,7300,White Oleander,really liked it,4,1,3,0.0
4554,7300,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",it was amazing,5,1,3,0.0
107581,7300,The Eyes of the Dragon,liked it,3,0,3,1.0
46527,7300,Middlesex,really liked it,4,1,3,0.0
17026,7300,The Kite Runner,really liked it,4,1,3,1.0
85076,7300,The Historian,liked it,3,0,3,1.0
46781,7300,Sarah's Key,it was ok,2,0,3,0.0
66754,7300,The Corrections,liked it,3,0,3,1.0
37949,7300,Like Water for Chocolate,it was amazing,5,1,3,0.0
24735,7300,A Thousand Splendid Suns,really liked it,4,1,3,0.0
77698,7300,The Stand,liked it,3,0,3,1.0
93421,7300,The Book of Lost Things,liked it,3,0,3,1.0
72701,7300,Atonement,it was ok,2,0,3,0.0
41525,7300,The Outsiders,really liked it,4,1,3,1.0
4945,7300,The Giving Tree,really liked it,4,1,3,0.0
84449,7300,The Moonstone,really liked it,4,1,3,0.0
34477,7300,The Metamorphosis,really liked it,4,1,3,1.0
56875,7300,A Confederacy of Dunces,really liked it,4,1,1,1.0
20898,7300,Charlotte's Web,it was amazing,5,1,1,1.0
34280,7300,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",really liked it,4,1,1,1.0
64140,7300,"Oh, the Places You'll Go!",it was amazing,5,1,1,1.0
60071,7300,The Lorax,really liked it,4,1,1,1.0
130644,7300,Charlie and the Chocolate Factory,really liked it,4,1,1,1.0
10894,7300,The Catcher in the Rye,it was amazing,5,1,1,1.0
101767,7363,The Psychopath Test: A Journey Through the Madness Industry,really liked it,4,1,3,1.0
124743,7363,"Cooking for Mr. Latte: A Food Lover's Courtship, with Recipes",really liked it,4,1,3,1.0
98146,7363,"Flowers in the Attic (Dollanganger, #1)",it was ok,2,0,3,1.0
30899,7363,The Adventures of Tom Sawyer,really liked it,4,1,3,1.0
123893,7363,Post Office,really liked it,4,1,3,1.0
25256,7363,Of Mice and Men,liked it,3,0,3,1.0
45258,7363,King Lear,really liked it,4,1,3,1.0
18347,7363,The Little Prince,really liked it,4,1,3,1.0
63265,7363,Empire Falls,liked it,3,0,3,1.0
24213,7363,The Alchemist,really liked it,4,1,3,1.0
124375,7363,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,really liked it,4,1,3,1.0
40718,7363,A Farewell to Arms,liked it,3,0,3,1.0
29552,7363,Jane Eyre,really liked it,4,1,3,1.0
51838,7363,Animal Farm,liked it,3,0,3,1.0
58579,7363,Skinny Legs and All,really liked it,4,1,3,1.0
136339,7363,"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",really liked it,4,1,0,1.0
39944,7363,"Twilight (Twilight, #1)",really liked it,4,1,0,1.0
37806,7363,The Virgin Suicides,really liked it,4,1,0,1.0
90543,7363,Sharp Objects,really liked it,4,1,0,1.0
58752,7363,She's Come Undone,really liked it,4,1,0,1.0
7713,7363,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",really liked it,4,1,0,1.0
138266,7363,"Witches Abroad (Discworld, #12)",really liked it,4,1,0,1.0
168097,7363,"Blood from a Stone (Commissario Brunetti, #14)",liked it,3,0,0,1.0
112441,7363,Nature Girl,liked it,3,0,0,1.0
71109,7363,"The Fifth Elephant (Discworld, #24)",really liked it,4,1,0,1.0
11319,7363,"Anne of Green Gables (Anne of Green Gables, #1)",really liked it,4,1,0,1.0
22665,7363,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",really liked it,4,1,0,1.0
124854,7363,Heartburn,really liked it,4,1,0,1.0
87803,7363,Into the Water,liked it,3,0,0,1.0
47359,7363,"The Giver (The Giver, #1)",it was ok,2,0,0,1.0
110897,7393,A Yellow Raft in Blue Water,liked it,3,0,3,1.0
121655,7393,Running in the Family,really liked it,4,1,3,1.0
66759,7393,The Corrections,it was ok,2,0,3,1.0
50325,7393,Disgrace,it was amazing,5,1,3,1.0
158012,7393,Passage to Ararat,really liked it,4,1,3,1.0
38883,7393,The English Patient,it was amazing,5,1,3,1.0
88194,7393,In Cold Blood,liked it,3,0,3,1.0
89403,7393,The Hotel New Hampshire,liked it,3,0,3,1.0
29555,7393,Jane Eyre,liked it,3,0,3,1.0
24499,7393,Cloud Atlas,really liked it,4,1,3,1.0
60408,7393,Tender is the Night,liked it,3,0,3,1.0
77219,7393,Waiting for the Barbarians,it was amazing,5,1,3,1.0
43799,7393,Moll Flanders,liked it,3,0,3,1.0
55174,7393,Blindness,really liked it,4,1,1,0.0
168182,7393,The Geography of the Imagination: Forty Essays,it was amazing,5,1,1,1.0
41944,7393,The Picture of Dorian Gray,really liked it,4,1,1,0.0
56881,7393,A Confederacy of Dunces,liked it,3,0,1,1.0
99441,7393,The Autobiography of Mark Twain,really liked it,4,1,1,1.0
110137,7393,One Man's Meat,it was amazing,5,1,1,1.0
42588,7393,Invisible Cities,it was amazing,5,1,1,1.0
16208,7393,The Adventures of Huckleberry Finn,really liked it,4,1,1,0.0
132970,7393,The Adventures of Augie March,it was amazing,5,1,1,1.0
77014,7393,The Lover,liked it,3,0,1,0.0
168183,7393,The Journals of John Cheever,it was amazing,5,1,1,0.0
168181,7393,"The Art of Time in Memoir: Then, Again",did not like it,1,0,1,1.0
49777,7393,Six Memos For The Next Millennium,really liked it,4,1,1,1.0
37246,7452,Running with Scissors,really liked it,4,1,3,1.0
168456,7452,Freckles,really liked it,4,1,3,1.0
57039,7452,The World Without Us,it was amazing,5,1,3,1.0
58293,7452,Gap Creek,really liked it,4,1,3,1.0
84477,7452,My Name Is Asher Lev,liked it,3,0,3,1.0
86725,7452,A Portrait of the Artist as a Young Man,it was ok,2,0,3,1.0
44229,7452,Angela's Ashes,it was amazing,5,1,3,1.0
157106,7452,The Cloister Walk,really liked it,4,1,3,1.0
95300,7452,On Chesil Beach,it was ok,2,0,3,1.0
153139,7452,Faith,liked it,3,0,3,1.0
4951,7452,The Giving Tree,really liked it,4,1,3,1.0
43433,7452,Animal Dreams,really liked it,4,1,3,1.0
157138,7452,The Last Chinese Chef,really liked it,4,1,3,1.0
114948,7452,"The Complete Persepolis (Persepolis, #1-4)",it was amazing,5,1,3,1.0
168478,7452,"Good-Bye, Mr. Chips",really liked it,4,1,3,1.0
81117,7452,"The Vile Village (A Series of Unfortunate Events, #7)",liked it,3,0,3,1.0
92474,7452,The Prime of Miss Jean Brodie,really liked it,4,1,3,0.0
30759,7452,A Tree Grows in Brooklyn,really liked it,4,1,3,1.0
116493,7452,Push,it was amazing,5,1,3,1.0
84922,7452,"Animal, Vegetable, Miracle: A Year of Food Life",really liked it,4,1,3,1.0
157005,7452,The Unknown Errors of Our Lives,really liked it,4,1,3,1.0
138089,7452,The Big Necessity: The Unmentionable World of Human Waste and Why It Matters,really liked it,4,1,3,1.0
127551,7452,Candyfreak: A Journey Through the Chocolate Underbelly of America,really liked it,4,1,3,1.0
137350,7452,Dibs in Search of Self,liked it,3,0,3,1.0
41246,7452,Sons and Lovers,really liked it,4,1,3,1.0
168428,7452,Aching for Beauty: Footbinding in China,really liked it,4,1,3,1.0
8654,7452,As I Lay Dying,really liked it,4,1,3,1.0
102422,7452,"Olive Kitteridge (Olive Kitteridge, #1)",really liked it,4,1,3,1.0
147855,7452,Waiting: The True Confessions of a Waitress,liked it,3,0,3,1.0
4568,7452,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",really liked it,4,1,3,1.0
12631,7452,Congo,it was ok,2,0,3,0.0
59055,7452,Garlic and Sapphires: The Secret Life of a Critic in Disguise,really liked it,4,1,3,0.0
84333,7452,March,really liked it,4,1,3,1.0
90111,7452,"Billy Budd, Sailor",it was ok,2,0,3,1.0
167328,7452,Tender Is the Night,really liked it,4,1,3,1.0
165552,7452,Rookery Blues,really liked it,4,1,3,1.0
43810,7452,The Rainbow,really liked it,4,1,3,1.0
55777,7452,How the Irish Saved Civilization,liked it,3,0,3,1.0
151927,7452,Sacajawea,liked it,3,0,3,1.0
148669,7452,Oedipus Rex,really liked it,4,1,3,1.0
20975,7452,Lonesome Dove,it was amazing,5,1,3,1.0
97440,7452,The Neverending Story,really liked it,4,1,3,1.0
138867,7452,Little Birds,liked it,3,0,3,1.0
36174,7452,Lolita,really liked it,4,1,3,1.0
42533,7452,The Olive Fairy Book,really liked it,4,1,3,1.0
6594,7452,The Scarlet Letter,really liked it,4,1,3,1.0
36970,7452,Gulliver's Travels,liked it,3,0,3,1.0
105541,7452,Bee Season,really liked it,4,1,3,1.0
138744,7452,Abide with Me,really liked it,4,1,3,1.0
119713,7452,On Ugliness,really liked it,4,1,3,1.0
92582,7452,Fun Home: A Family Tragicomic,it was amazing,5,1,3,1.0
30901,7452,The Adventures of Tom Sawyer,really liked it,4,1,3,1.0
145776,7452,Women in the Material World,it was amazing,5,1,3,1.0
126373,7452,Terms of Endearment,it was amazing,5,1,3,1.0
97830,7452,"Girl, Interrupted",really liked it,4,1,3,1.0
109248,7452,Mistress Masham's Repose,really liked it,4,1,3,1.0
147786,7452,Letters of a Woman Homesteader,really liked it,4,1,3,1.0
104441,7452,"Found: The Best Lost, Tossed, and Forgotten Items from Around the World",really liked it,4,1,3,0.0
27093,7452,"The Fellowship of the Ring (The Lord of the Rings, #1)",it was amazing,5,1,3,1.0
49327,7452,The Guernsey Literary and Potato Peel Pie Society,it was amazing,5,1,3,1.0
131969,7452,Inside the Victorian Home: A Portrait of Domestic Life in Victorian England,really liked it,4,1,3,1.0
109278,7452,I Never Promised You a Rose Garden,really liked it,4,1,3,1.0
35717,7452,Flowers for Algernon,it was amazing,5,1,3,1.0
74198,7452,Unaccustomed Earth,really liked it,4,1,3,1.0
48973,7452,The Glass Castle,really liked it,4,1,3,1.0
16411,7452,"World Without End (Kingsbridge, #2)",really liked it,4,1,3,1.0
87908,7452,We Have Always Lived in the Castle,really liked it,4,1,3,1.0
151185,7452,"Frankenstein, or the Modern Prometheus",really liked it,4,1,3,1.0
57510,7452,Prey,it was ok,2,0,3,1.0
84114,7452,Midnight in the Garden of Good and Evil,it was amazing,5,1,3,1.0
15185,7452,"The Two Towers (The Lord of the Rings, #2)",it was amazing,5,1,3,1.0
41592,7452,Assassination Vacation,really liked it,4,1,3,1.0
33940,7452,The Curious Incident of the Dog in the Night-Time,it was amazing,5,1,3,1.0
34483,7452,The Metamorphosis,liked it,3,0,3,1.0
125546,7452,A Single Man,really liked it,4,1,3,1.0
45902,7452,Cutting for Stone,really liked it,4,1,3,1.0
168415,7452,Imagine a Place,it was amazing,5,1,3,1.0
134186,7452,Delta of Venus,liked it,3,0,3,1.0
141949,7452,Imagine a Day,it was amazing,5,1,3,1.0
114663,7452,The Lord God Made Them All,really liked it,4,1,3,1.0
15526,7452,Great Expectations,really liked it,4,1,3,1.0
150657,7452,"The Sharper Your Knife, the Less You Cry: Love, Laughter, and Tears at the World's Most Famous Cooking School",liked it,3,0,3,1.0
168461,7452,Living Juicy: Daily Morsels for Your Creative Soul,liked it,3,0,3,1.0
109414,7452,The Winter of Our Discontent,really liked it,4,1,3,1.0
33127,7452,The Martian Chronicles,really liked it,4,1,3,1.0
35103,7452,East of Eden,really liked it,4,1,3,1.0
45622,7452,Anna Karenina,it was amazing,5,1,3,1.0
168447,7452,The Secret Lives of Men and Women: A PostSecret Book,really liked it,4,1,3,1.0
129383,7452,The Hungry Ocean: A Swordboat Captain's Journey,it was amazing,5,1,3,1.0
58268,7452,Pompeii,it was amazing,5,1,3,1.0
168452,7452,Other People's Dirt: A Housecleaner's Curious Adventures,it was ok,2,0,3,1.0
60783,7452,Tender at the Bone: Growing Up at the Table,it was amazing,5,1,3,1.0
106456,7452,Doctor Zhivago,really liked it,4,1,3,1.0
167187,7452,Desperate Passage: The Donner Party's Perilous Journey West,really liked it,4,1,3,1.0
27635,7452,The Time Traveler's Wife,really liked it,4,1,3,1.0
51280,7452,The White Tiger,it was amazing,5,1,3,1.0
76726,7452,Even Cowgirls Get the Blues,liked it,3,0,3,1.0
114397,7452,The Abstinence Teacher,liked it,3,0,3,1.0
168373,7452,The Map Thief,really liked it,4,1,3,1.0
106156,7452,The Stepford Wives,really liked it,4,1,3,1.0
154394,7452,Airport,really liked it,4,1,3,1.0
40024,7452,The Pink Fairy Book,really liked it,4,1,3,1.0
97126,7452,Dracula,really liked it,4,1,3,1.0
160670,7452,In the Land of Invisible Women: A Female Doctor's Journey in the Saudi Kingdom,liked it,3,0,3,1.0
125601,7452,On the Beach,really liked it,4,1,3,1.0
75146,7452,Gift from the Sea,it was amazing,5,1,3,1.0
96506,7452,Portnoy's Complaint,liked it,3,0,3,1.0
168420,7452,Black Flies,it was ok,2,0,3,1.0
168513,7452,Cadillac Jack,really liked it,4,1,3,1.0
71159,7452,Mother Night,really liked it,4,1,3,1.0
42304,7452,Fried Green Tomatoes at the Whistle Stop Cafe,it was amazing,5,1,3,0.0
119878,7452,Steppenwolf,really liked it,4,1,3,1.0
112485,7452,Look Me in the Eye: My Life with Asperger's,it was amazing,5,1,3,1.0
135433,7452,"Amphigorey Again (Amphigorey, #4)",it was amazing,5,1,1,1.0
134317,7452,Moosewood Restaurant Low-Fat Favorites: Flavorful Recipes for Healthful Meals,really liked it,4,1,1,1.0
118815,7452,Old Possum's Book of Practical Cats,it was amazing,5,1,1,1.0
8505,7452,The Iliad,liked it,3,0,1,1.0
168444,7452,Norman Rockwell: 60 Year Retrospective,liked it,3,0,1,1.0
168404,7452,Julia Child,really liked it,4,1,1,1.0
151726,7452,Home Cooking: A Writer in the Kitchen,it was amazing,5,1,1,1.0
215,7452,Siddhartha,it was amazing,5,1,1,1.0
168459,7452,The Enchanted Broccoli Forest,liked it,3,0,1,1.0
73335,7452,The Poisonwood Bible,really liked it,4,1,1,1.0
130412,7452,Children Playing Before a Statue of Hercules,really liked it,4,1,1,1.0
168371,7452,Please to the Table: The Russian Cookbook,it was amazing,5,1,1,1.0
30616,7452,Letters to a Young Poet,really liked it,4,1,1,1.0
168038,7452,The Quilts of Gee's Bend: Masterpieces from a Lost Place,it was amazing,5,1,1,1.0
162164,7452,Why Do Clocks Run Clockwise? and Other Imponderables: Mysteries of Everyday Life Explained,liked it,3,0,1,1.0
168430,7452,The Vegetable Dishes I Can't Live Without,really liked it,4,1,1,1.0
